timestamp, temp, humi
1555092713.71, 23.388714, 1.539920
1555092714.71, 23.389669, 1.539748
1555092715.72, 23.383039, 1.540408
1555092716.72, 23.377686, 1.539652
1555092717.72, 23.362732, 1.539414
1555092718.73, 23.372871, 1.537938
1555092719.73, 23.376059, 1.539754
1555092720.73, 23.386515, 1.540528
1555092721.74, 23.372545, 1.540053
1555092722.74, 23.378841, 1.539816
1555092723.74, 23.382538, 1.539636
1555092724.74, 23.380381, 1.540646
1555092725.75, 23.367809, 1.539903
1555092726.75, 23.382904, 1.539338
1555092727.75, 23.360935, 1.539083
1555092728.75, 23.372782, 1.539970
1555092729.76, 23.385872, 1.540675
1555092730.76, 23.374172, 1.540513
1555092731.76, 23.374977, 1.539369
1555092732.77, 23.376791, 1.539901
1555092733.77, 23.375648, 1.540396
1555092734.77, 23.387878, 1.541226
1555092735.78, 23.385368, 1.541172
1555092736.78, 23.386148, 1.540620
1555092737.78, 23.391520, 1.540464
1555092738.78, 23.367239, 1.539410
1555092739.79, 23.391653, 1.540011
1555092740.79, 23.392059, 1.539980
1555092741.79, 23.391495, 1.539950
1555092742.79, 23.399523, 1.539945
1555092743.8, 23.375740, 1.538740
1555092744.8, 23.384968, 1.539293
1555092745.8, 23.376465, 1.538492
1555092746.81, 23.379187, 1.539006
1555092747.81, 23.407387, 1.539592
1555092748.81, 23.402374, 1.539367
1555092749.82, 23.387663, 1.539981
1555092750.82, 23.392418, 1.539350
1555092751.82, 23.394547, 1.539779
1555092752.83, 23.401014, 1.540413
1555092753.83, 23.393015, 1.541423
